,location,BHK,total_sqft,bath,price
688,Dapodi,3,1515.0,3.0,83.3
689,Deccan Gymkhana,4,2118.0,4.0,111.0
690,Dehu Road,4,1380.0,3.0,58.0
691,Dhankawadi,2,1083.0,2.0,61.75
692,Dhayari Phata,2,600.0,2.0,55.0
693,Dhole Patil Road,3,2300.0,3.0,120.0
694,Erandwane,2,1240.0,2.0,60.0
695,Fatima Nagar,3,1750.0,3.0,120.0
696,Fergusson College Road,2,1230.0,2.0,43.48
697,Ganesh Peth,3,1500.0,3.0,139.0
698,Ganeshkhind,2,985.0,2.0,40.39
699,Ghorpade Peth,3,1500.0,2.0,87.0
700,Ghorpadi,2,1125.0,2.0,32.49
701,Gokhale Nagar,2,950.0,2.0,44.0
703,Guruwar peth,3,1580.0,3.0,76.0
704,Hadapsar,3,1092.0,2.0,98.5
705,Hadapsar Industrial Estate,2,1090.0,2.0,28.34
706,Hingne Khurd,3,2264.0,3.0,159.0
707,Jangali Maharaj Road,3,1033.0,2.0,25.53
708,Kalyani Nagar,2,810.0,2.0,24.5
709,Karve Nagar,2,1045.0,2.0,45.0
710,Karve Road,2,1337.0,2.0,82.0
711,Kasba Peth,2,1200.0,2.0,32.0
712,Katraj,3,1580.0,3.0,160.0
713,Khadaki,3,1500.0,2.0,54.0
714,Khadki,3,1640.0,4.0,91.0
715,Kharadi,3,1570.0,3.0,62.0
716,Kondhwa,3,1470.0,2.0,82.0
717,Kondhwa Budruk,2,1160.0,2.0,40.61
718,Kondhwa Khurd,2,1050.0,2.0,71.0
720,Kothrud,3,1460.0,2.0,90.0
721,Law College Road,3,1823.0,3.0,100.0
722,Laxmi Road,2,1094.0,2.0,42.0
723,Lulla Nagar,2,1153.0,2.0,57.0
724,Mahatma Gandhi Road,3,1325.0,3.0,57.0
725,Mangalwar peth,4,1200.0,3.0,85.0
726,Manik Bagh,3,1590.0,2.0,125.0
729,Mukund Nagar,2,1202.0,2.0,48.0
730,Mundhawa,2,1202.0,2.0,53.0
731,Nagar Road,2,1200.0,2.0,62.5
732,Nana Peth,3,1688.0,3.0,118.0
733,Narayan Peth,2,1020.0,2.0,52.0
734,Narayangaon,2,1185.0,2.0,47.0
735,Navi Peth,2,1235.0,2.0,52.04
737,Parvati Darshan,2,1077.0,2.0,37.64
738,Pashan,3,1415.0,2.0,66.0
739,Paud Road,3,2330.0,3.0,162.0
740,Pirangut,2,805.0,2.0,35.0
741,Prabhat Road,1,425.0,1.0,20.03
742,Pune Railway Station,2,1155.0,2.0,59.95
744,Raviwar Peth,2,656.0,2.0,22.0
745,Sadashiv Peth,2,1100.0,2.0,48.0
746,Sahakar Nagar,2,1150.0,2.0,52.0
747,Salunke Vihar,1,600.0,1.0,60.0
748,Sasson Road,2,1468.0,2.0,140.0
750,Senapati Bapat Road,3,2280.0,4.0,126.0
751,Shaniwar Peth,2,1341.0,2.0,97.0
752,Shivaji Nagar,2,1279.0,2.0,77.0
753,Shukrawar Peth,4,2225.0,4.0,98.88
754,Sinhagad Road,2,1185.0,2.0,43.51
755,Somwar Peth,3,1750.0,3.0,85.0
756,Swargate,2,1152.0,2.0,53.5
758,Uruli Devachi,2,1300.0,2.0,36.0
760,Wadgaon Sheri,2,1070.0,2.0,39.0
761,Viman Nagar,2,1101.0,2.0,45.0
762,Vishrant Wadi,2,775.0,2.0,55.0
763,Wagholi,1,667.0,1.0,36.85
764,Wakadewadi,2,1070.0,2.0,55.0
765,Wanowrie,3,1875.0,2.0,110.0
766,Warje,2,735.0,2.0,57.99
768,Alandi Road,3,1750.0,3.0,130.0
769,Ambegaon Budruk,2,1215.0,2.0,67.0
771,Aundh,2,820.0,2.0,30.0
772,Aundh Road,2,1177.5,2.0,59.935
773,Balaji Nagar,3,1779.0,3.0,89.61
774,Baner,2,1105.0,2.0,58.0
775,Baner road,1,1276.0,2.0,93.0
776,Bhandarkar Road,3,1650.0,3.0,60.0
777,Bhavani Peth,2,1694.0,2.0,150.0
778,Bibvewadi,3,2376.0,3.0,203.0
779,Bopodi,3,1975.0,3.0,150.0
780,Budhwar Peth,2,674.0,2.0,33.0
781,Bund Garden Road,2,1185.0,2.0,41.0
782,Camp,1,445.0,1.0,28.0
783,Chandan Nagar,6,900.0,7.0,76.0
784,Dapodi,3,1475.0,3.0,75.0
785,Deccan Gymkhana,3,1618.0,3.0,82.5
786,Dehu Road,2,1120.0,2.0,65.0
787,Dhankawadi,4,2181.0,3.0,152.0
788,Dhayari Phata,4,1200.0,4.0,90.0
789,Dhole Patil Road,6,600.0,4.0,65.0
790,Erandwane,3,1556.0,2.0,59.13
791,Fatima Nagar,2,1179.0,2.0,66.02
792,Fergusson College Road,2,1296.0,2.0,83.0
793,Ganesh Peth,2,1275.0,2.0,52.0
795,Ghorpade Peth,3,1400.0,2.0,77.0
796,Ghorpadi,2,1222.0,2.0,63.0
797,Gokhale Nagar,2,940.0,2.0,41.0
798,Gultekdi,2,1185.0,2.0,42.6
799,Guruwar peth,3,1779.0,3.0,112.0
800,Hadapsar,3,1615.0,3.0,59.76
802,Hingne Khurd,2,1056.0,2.0,61.0
803,Jangali Maharaj Road,2,1100.0,2.0,46.0
804,Kalyani Nagar,2,920.0,2.0,40.0
805,Karve Nagar,3,1602.0,2.0,75.0
806,Karve Road,2,1176.0,2.0,62.0
807,Kasba Peth,4,675.0,3.0,59.0
808,Katraj,3,1352.0,3.0,135.0
809,Khadaki,3,1717.0,3.0,99.0
811,Kharadi,4,2119.0,4.0,111.0
812,Kondhwa,2,1246.0,2.0,67.3
813,Kondhwa Budruk,2,1141.0,2.0,42.79
814,Kondhwa Khurd,2,1157.0,2.0,84.0
815,Koregaon Park,2,1025.0,2.0,27.68
816,Kothrud,1,650.0,1.0,33.0
817,Law College Road,2,1349.0,2.0,98.0
818,Laxmi Road,3,1566.0,3.0,83.3
820,Mahatma Gandhi Road,3,1320.0,2.0,38.13
821,Mangalwar peth,3,1780.0,3.0,84.83
822,Manik Bagh,2,1091.0,2.0,34.9
824,Model colony,2,918.0,2.0,50.49
825,Mukund Nagar,4,1950.0,4.0,130.0
826,Mundhawa,3,1695.0,3.0,90.0
827,Nagar Road,3,1705.0,3.0,95.0
828,Nana Peth,3,1375.0,3.0,75.0
829,Narayan Peth,1,525.0,1.0,30.0
830,Narayangaon,2,1447.0,2.0,83.0
831,Navi Peth,2,1114.0,2.0,39.0
832,Padmavati,3,1450.0,2.0,100.0
833,Parvati Darshan,2,460.0,1.0,15.0
834,Pashan,2,1022.0,2.0,40.0
835,Paud Road,2,1000.0,2.0,45.0
836,Pirangut,2,1128.0,2.0,68.75
837,Prabhat Road,2,1180.0,2.0,57.0
838,Pune Railway Station,6,1000.0,6.0,69.0
841,Sadashiv Peth,2,1339.0,2.0,75.0
842,Sahakar Nagar,3,1400.0,2.0,55.0
843,Salunke Vihar,2,1040.0,2.0,39.52
844,Sasson Road,2,1198.0,2.0,58.0
845,Satara Road,4,1200.0,3.0,95.0
846,Senapati Bapat Road,3,1691.0,3.0,113.0
847,Shaniwar Peth,3,1075.0,3.0,36.0
849,Shukrawar Peth,3,1240.0,3.0,43.5
850,Sinhagad Road,2,1122.5,2.0,58.935
851,Somwar Peth,3,1665.0,3.0,86.58
852,Swargate,3,2489.0,3.0,94.0
853,Tilak Road,2,1142.0,2.0,70.0
854,Uruli Devachi,3,1976.0,3.0,184.0
856,Wadgaon Sheri,3,1853.0,3.0,82.0
858,Vishrant Wadi,2,1567.0,2.0,92.0
859,Wagholi,2,1090.0,2.0,27.24
860,Wakadewadi,6,1200.0,4.0,125.0
862,Warje,2,1175.0,2.0,51.47
863,Yerawada,2,1200.0,2.0,52.0
864,Alandi Road,2,995.0,2.0,41.0
865,Ambegaon Budruk,2,884.0,2.0,41.1
866,Anandnagar,5,900.0,3.0,80.0
867,Aundh,2,1170.0,2.0,57.0
868,Aundh Road,2,1225.0,2.0,46.55
869,Balaji Nagar,2,1342.0,2.0,73.3
870,Baner,2,1345.0,2.0,67.0
871,Baner road,3,1320.0,3.0,65.0
872,Bhandarkar Road,2,1276.0,2.0,45.0
873,Bhavani Peth,2,1140.0,2.0,49.39
874,Bibvewadi,2,1300.0,2.0,50.0
875,Bopodi,3,1652.0,3.0,85.0
876,Budhwar Peth,3,2072.0,4.0,142.0
877,Bund Garden Road,3,1740.0,2.0,95.0
878,Camp,3,1360.0,2.0,71.0
879,Chandan Nagar,3,1145.0,2.0,60.0
880,Dapodi,3,1540.0,2.0,40.0
881,Deccan Gymkhana,2,1278.0,2.0,95.0
882,Dehu Road,1,630.0,1.0,40.0
883,Dhankawadi,3,1100.0,3.0,58.0
884,Dhayari Phata,3,1200.0,3.0,95.0
885,Dhole Patil Road,7,2500.0,6.0,115.0
886,Erandwane,1,582.5,1.0,15.135
887,Fatima Nagar,2,1015.0,2.0,25.88
890,Ganeshkhind,3,1356.0,2.0,66.0
891,Ghorpade Peth,2,823.0,2.0,28.0
892,Ghorpadi,3,1200.0,2.0,66.0
893,Gokhale Nagar,2,1050.0,2.0,37.0
894,Gultekdi,2,1180.0,2.0,69.0
895,Guruwar peth,2,1116.0,2.0,51.91
896,Hadapsar,2,1070.0,2.0,42.79
897,Hadapsar Industrial Estate,2,1385.0,2.0,80.0
898,Hingne Khurd,1,1000.0,1.0,70.0
899,Jangali Maharaj Road,3,1897.0,3.0,130.0
900,Kalyani Nagar,2,1005.0,2.0,55.78
901,Karve Nagar,3,1575.0,3.0,125.0
902,Karve Road,2,975.0,2.0,65.0
903,Kasba Peth,3,1904.0,3.0,120.0
904,Katraj,1,930.0,1.0,30.0
905,Khadaki,1,525.0,1.0,26.0
906,Khadki,1,686.0,1.0,17.0
907,Kharadi,2,2400.0,3.0,150.0
909,Kondhwa Budruk,3,2238.0,3.0,140.0
910,Kondhwa Khurd,2,1174.0,2.0,69.0
912,Kothrud,3,2225.0,2.0,125.0
914,Laxmi Road,2,918.0,2.0,52.0
915,Lulla Nagar,2,1250.0,2.0,52.0
916,Mahatma Gandhi Road,3,1800.0,3.0,110.0
917,Mangalwar peth,2,1170.0,2.0,53.0
919,Market yard,2,793.0,2.0,45.0
920,Model colony,3,1710.0,3.0,107.0
921,Mukund Nagar,3,1082.0,2.0,57.5
922,Mundhawa,2,1001.0,2.0,33.03
924,Nana Peth,3,1590.0,2.0,54.0
925,Narayan Peth,3,2400.0,2.0,80.0
926,Narayangaon,3,1554.0,3.0,55.0
927,Navi Peth,2,1142.5,2.0,43.415
929,Parvati Darshan,2,884.0,1.0,58.0
930,Pashan,2,1045.0,2.0,98.89
931,Paud Road,2,1019.0,2.0,49.86
932,Pirangut,3,1935.0,4.0,130.0
933,Prabhat Road,3,1135.0,2.0,39.73
934,Pune Railway Station,3,1680.0,3.0,150.0
935,Rasta Peth,4,2470.0,5.0,247.0
939,Salunke Vihar,5,1800.0,4.0,187.0
940,Sasson Road,3,1799.0,3.0,90.0
942,Senapati Bapat Road,1,400.0,1.0,11.0
943,Shaniwar Peth,2,1047.0,2.0,82.0
944,Shivaji Nagar,2,1282.0,2.0,87.0
945,Shukrawar Peth,2,1020.0,2.0,45.9
947,Somwar Peth,2,1495.0,2.0,79.5
949,Tilak Road,3,1611.0,2.0,64.44
951,Vadgaon Budruk,3,1500.0,2.0,95.0
952,Wadgaon Sheri,3,1500.0,2.0,95.0
954,Vishrant Wadi,3,1540.0,3.0,50.0
955,Wagholi,3,1639.0,3.0,80.0
956,Wakadewadi,4,700.0,4.0,72.0
957,Wanowrie,2,1303.0,2.0,55.79
958,Warje,2,1005.0,1.0,110.0
959,Yerawada,1,657.5,1.0,18.41
960,Alandi Road,3,1305.0,3.0,33.28
962,Anandnagar,2,1300.0,1.0,115.0
963,Aundh,3,1440.0,2.0,68.0
964,Aundh Road,2,901.0,2.0,35.14
966,Baner,3,900.0,2.0,42.0
967,Baner road,2,1060.0,2.0,55.0
968,Bhandarkar Road,2,1020.0,2.0,48.45
969,Bhavani Peth,3,1535.0,3.0,65.99
970,Bibvewadi,1,530.0,1.0,20.0
971,Bopodi,3,1464.0,3.0,56.0
972,Budhwar Peth,2,1350.0,2.0,80.0
973,Bund Garden Road,2,1115.0,2.0,50.0
974,Camp,2,1175.0,2.0,47.0
975,Chandan Nagar,2,1113.0,2.0,62.0
978,Dehu Road,2,650.0,2.0,42.0
979,Dhankawadi,2,1325.0,2.0,71.55
980,Dhayari Phata,2,950.0,2.0,31.0
981,Dhole Patil Road,3,1396.0,2.0,86.51
982,Erandwane,2,1050.0,2.0,52.07
983,Fatima Nagar,3,1825.0,3.0,100.0
984,Fergusson College Road,2,1190.0,2.0,49.98
985,Ganesh Peth,2,1220.0,2.0,56.5
986,Ganeshkhind,3,1565.0,2.0,75.0
987,Ghorpade Peth,3,1891.0,3.0,109.0
988,Ghorpadi,2,900.0,2.0,27.0
989,Gokhale Nagar,2,1161.0,2.0,55.15
990,Gultekdi,1,649.5,1.0,17.535
991,Guruwar peth,8,2400.0,6.0,125.0
993,Hadapsar Industrial Estate,1,665.0,1.0,36.85
994,Hingne Khurd,2,1175.0,2.0,73.5
995,Jangali Maharaj Road,2,1425.0,2.0,80.0
996,Kalyani Nagar,1,1200.0,1.0,20.0
997,Karve Nagar,3,1200.0,3.0,56.12
998,Karve Road,2,1255.0,2.0,67.0
999,Kasba Peth,3,2112.95,4.0,145.0
1000,Katraj,1,600.0,1.0,22.0
1001,Khadaki,3,1810.0,3.0,100.0
1002,Khadki,2,1200.0,2.0,93.0
1003,Kharadi,2,1033.0,2.0,49.0
1004,Kondhwa,3,1548.0,3.0,89.5
1005,Kondhwa Budruk,3,1611.0,3.0,66.0
1006,Kondhwa Khurd,3,1400.0,2.0,40.43
1007,Koregaon Park,3,1485.0,2.0,67.0
1008,Kothrud,2,2400.0,2.0,82.0
1009,Law College Road,2,1025.0,2.0,44.5
1010,Laxmi Road,4,600.0,3.0,65.0
1011,Lulla Nagar,2,1225.0,2.0,53.0
1012,Mahatma Gandhi Road,2,1256.0,2.0,62.8
1013,Mangalwar peth,4,2268.0,3.0,163.0
1014,Manik Bagh,3,1100.0,3.0,53.0
1015,Market yard,2,1141.0,2.0,62.0
1016,Model colony,1,400.0,1.0,12.0
1017,Mukund Nagar,2,1400.0,2.0,60.0
1019,Nagar Road,1,1276.0,1.0,110.0
1021,Narayan Peth,2,1175.0,2.0,48.27
1022,Narayangaon,2,1100.0,2.0,56.0
1023,Navi Peth,3,1843.0,3.0,95.84
1025,Parvati Darshan,2,1460.0,2.0,80.5
1026,Pashan,3,1530.0,2.0,74.5
1027,Paud Road,2,1467.0,2.0,55.0
1028,Pirangut,1,950.0,1.0,40.0
1029,Prabhat Road,2,1246.0,2.0,64.5
1030,Pune Railway Station,1,711.0,1.0,38.0
1031,Rasta Peth,2,1194.0,2.0,46.0
1032,Raviwar Peth,3,1358.0,2.0,43.4
1033,Sadashiv Peth,6,1500.0,5.0,130.0
1034,Sahakar Nagar,2,1420.0,2.0,75.0
1035,Salunke Vihar,3,1250.0,2.0,68.75
1036,Sasson Road,2,1280.0,2.0,58.0
1037,Satara Road,2,1209.0,2.0,50.0
1040,Shivaji Nagar,3,1315.0,2.0,54.8
1041,Shukrawar Peth,3,1800.0,3.0,90.0
1042,Sinhagad Road,5,1600.0,4.0,125.0
1043,Somwar Peth,3,1600.0,2.0,65.0
1045,Tilak Road,3,1563.0,3.0,52.0
1046,Uruli Devachi,3,1560.0,2.0,72.0
1047,Vadgaon Budruk,3,2169.0,4.0,115.0
1049,Viman Nagar,2,1050.0,2.0,55.5
1051,Wagholi,3,1200.0,3.0,66.0
1052,Wakadewadi,2,1140.0,2.0,46.0
1054,Warje,3,1560.0,3.0,75.0
1055,Yerawada,2,1100.0,2.0,70.0
1056,Alandi Road,3,1260.0,2.0,40.32
1057,Ambegaon Budruk,2,1036.0,2.0,50.0
1058,Anandnagar,3,1662.0,3.0,85.1
1059,Aundh,3,1464.0,2.0,105.0
1060,Aundh Road,2,1234.0,2.0,80.0
1061,Balaji Nagar,3,1403.0,3.0,55.0
1062,Baner,4,915.0,4.0,54.9
1064,Bhandarkar Road,3,1150.0,2.0,42.9
1066,Bibvewadi,5,850.0,4.0,90.0
1067,Bopodi,2,929.0,2.0,46.0
1069,Bund Garden Road,3,1350.0,2.0,75.0
1070,Camp,2,1135.0,2.0,39.73
1071,Chandan Nagar,2,1405.0,2.0,70.0
1072,Dapodi,2,1200.0,2.0,45.84
1074,Dehu Road,2,1161.0,2.0,64.08
1075,Dhankawadi,2,1290.0,2.0,74.0
1077,Dhole Patil Road,3,1480.0,3.0,90.0
1079,Fatima Nagar,3,1350.0,3.0,54.54
1080,Fergusson College Road,3,1580.0,2.0,65.0
1081,Ganesh Peth,3,1470.0,2.0,88.64
1082,Ganeshkhind,1,500.0,1.0,14.0
1083,Ghorpade Peth,2,1346.0,2.0,61.92
1084,Ghorpadi,3,1600.0,3.0,90.0
1086,Gultekdi,2,1276.0,2.0,29.5
1088,Hadapsar,2,1200.0,2.0,35.0
1089,Hadapsar Industrial Estate,3,1340.0,2.0,48.33
1091,Jangali Maharaj Road,2,918.0,2.0,48.0
1092,Kalyani Nagar,3,1500.0,3.0,115.0
1093,Karve Nagar,2,1315.0,2.0,85.0
1095,Kasba Peth,3,1390.0,2.0,62.55
1096,Katraj,3,1330.0,2.0,56.0
1098,Khadki,3,1824.0,3.0,125.0
1099,Kharadi,3,1420.0,2.0,96.0
1100,Kondhwa,1,750.0,1.0,56.25
1101,Kondhwa Budruk,3,1260.0,2.0,60.0
1102,Kondhwa Khurd,3,1561.0,3.0,95.0
1104,Kothrud,2,1060.0,2.0,42.0
1106,Laxmi Road,2,1225.0,2.0,67.38
1107,Lulla Nagar,3,2144.0,3.0,135.0
1109,Mangalwar peth,2,880.0,2.0,29.0
1110,Manik Bagh,3,1639.0,3.0,110.0
1111,Market yard,3,1240.0,2.0,62.0
1112,Model colony,2,1500.0,2.0,69.0
1113,Mukund Nagar,2,1243.0,2.0,46.0
1114,Mundhawa,3,1575.0,3.0,78.0
1115,Nagar Road,2,1027.0,2.0,44.0
1116,Nana Peth,3,1082.0,2.0,56.0
1117,Narayan Peth,3,1637.0,3.0,73.0
1118,Narayangaon,3,1665.0,3.0,86.58
1119,Navi Peth,2,1265.0,2.0,56.93
1120,Padmavati,3,1691.0,2.0,102.0
1121,Parvati Darshan,2,1100.0,2.0,38.0
1123,Paud Road,3,1500.0,3.0,62.0
1125,Prabhat Road,5,1666.0,4.0,150.0
1126,Pune Railway Station,2,1115.0,2.0,50.0
1127,Rasta Peth,2,1070.0,2.0,45.0
1128,Raviwar Peth,2,1128.0,2.0,105.0
1129,Sadashiv Peth,2,1162.0,2.0,57.0
1130,Sahakar Nagar,2,1339.0,2.0,55.0
1131,Salunke Vihar,2,1192.0,2.0,75.0
1132,Sasson Road,3,1920.0,3.0,115.0
1133,Satara Road,2,1255.0,2.0,52.32
1134,Senapati Bapat Road,2,1357.0,2.0,115.0
1135,Shaniwar Peth,3,1600.0,3.0,75.0
1136,Shivaji Nagar,2,1225.0,2.0,55.11
1137,Shukrawar Peth,4,2400.0,4.0,200.0
1138,Sinhagad Road,3,1570.0,3.0,80.0
1139,Somwar Peth,2,1093.0,2.0,70.0
1140,Swargate,3,1865.0,3.0,145.0
1142,Uruli Devachi,2,1039.0,2.0,80.0
1143,Vadgaon Budruk,2,1246.0,2.0,64.5
1144,Wadgaon Sheri,3,1985.0,3.0,75.0
1145,Viman Nagar,3,1590.0,3.0,49.0
1147,Wagholi,2,775.0,2.0,38.0
1148,Wakadewadi,2,1000.0,2.0,50.0
1149,Wanowrie,3,1800.0,3.0,175.0
1150,Warje,2,1035.0,2.0,41.0
1151,Yerawada,3,1520.0,2.0,75.0
1152,Alandi Road,2,1360.0,2.0,95.0
1154,Anandnagar,2,1117.0,2.0,56.0
1155,Aundh,4,1200.0,4.0,120.0
1156,Aundh Road,2,1330.0,2.0,92.5
1157,Balaji Nagar,3,1937.0,3.0,160.0
1158,Baner,2,1128.0,2.0,65.49
1159,Baner road,2,1053.0,2.0,45.0
1160,Bhandarkar Road,2,1198.0,2.0,77.0
1161,Bhavani Peth,2,1152.0,2.0,56.0
1162,Bibvewadi,6,1200.0,6.0,125.0
1163,Bopodi,2,1625.0,2.0,75.0
1164,Budhwar Peth,3,1397.0,3.0,105.0
1166,Camp,2,883.0,2.0,45.0
1167,Chandan Nagar,1,700.0,1.0,38.0
1168,Dapodi,2,1170.0,2.0,62.5
1169,Deccan Gymkhana,3,1200.0,2.0,42.0
1170,Dehu Road,3,2400.0,3.0,170.0
1171,Dhankawadi,2,1480.0,2.0,65.0
1172,Dhayari Phata,3,1897.0,3.0,120.0
1173,Dhole Patil Road,2,996.0,2.0,67.0
1174,Erandwane,3,1875.0,3.0,110.0
1175,Fatima Nagar,3,1500.0,2.0,98.0
1178,Ganeshkhind,3,1450.0,3.0,65.255
1179,Ghorpade Peth,1,697.0,1.0,45.0
1180,Ghorpadi,1,710.0,1.0,27.0
1181,Gokhale Nagar,2,910.0,2.0,30.5
1182,Gultekdi,3,1025.0,2.0,48.0
1183,Guruwar peth,2,1000.0,2.0,46.5
1185,Hadapsar Industrial Estate,3,1453.0,2.0,46.48
1187,Jangali Maharaj Road,2,971.5,2.0,36.435
1188,Kalyani Nagar,2,1281.0,2.0,74.0
1189,Karve Nagar,1,565.0,1.0,35.0
1190,Karve Road,2,1024.0,2.0,42.0
1191,Kasba Peth,3,1620.0,3.0,62.0
1192,Katraj,2,1254.0,2.0,40.0
1193,Khadaki,3,1300.0,2.0,75.0
1194,Khadki,2,1233.0,2.0,43.0
1195,Kharadi,1,1200.0,1.0,28.0
1196,Kondhwa,3,1510.0,2.0,105.0
1197,Kondhwa Budruk,2,950.0,2.0,65.0
1198,Kondhwa Khurd,3,1945.0,3.0,97.42
1199,Koregaon Park,2,1008.0,2.0,45.0
1200,Kothrud,3,1265.0,2.0,79.0
1201,Law College Road,3,1255.0,2.0,77.68
1203,Lulla Nagar,2,1200.0,2.0,46.17
1204,Mahatma Gandhi Road,3,1403.0,3.0,51.63
1205,Mangalwar peth,3,1535.0,3.0,85.0
1206,Manik Bagh,3,1500.0,3.0,100.0
1207,Market yard,3,1475.0,2.0,120.0
1208,Model colony,3,1390.0,2.0,60.47
1209,Mukund Nagar,3,1278.0,2.0,53.76
1210,Mundhawa,2,1133.0,2.0,55.0
1211,Nagar Road,5,1560.0,5.0,145.0
1213,Narayan Peth,2,1170.0,2.0,51.99
1215,Navi Peth,3,1697.0,3.0,94.79
1216,Padmavati,3,1651.0,3.0,97.38
1218,Pashan,3,1192.0,2.0,60.0
1219,Paud Road,2,1078.0,2.0,65.0
1221,Prabhat Road,2,1349.0,2.0,78.0
1222,Pune Railway Station,9,2300.0,8.0,210.0
1223,Rasta Peth,3,1680.0,3.0,120.0
1224,Raviwar Peth,3,1314.0,2.0,63.0
1225,Sadashiv Peth,2,1060.0,2.0,48.7
1226,Sahakar Nagar,2,820.0,2.0,39.0
1228,Sasson Road,3,2000.0,3.0,85.0
1229,Satara Road,2,856.0,2.0,40.0
1230,Senapati Bapat Road,3,1621.0,4.0,130.0
1231,Shaniwar Peth,3,1200.0,3.0,68.4
1232,Shivaji Nagar,3,1484.0,3.0,52.5
1233,Shukrawar Peth,4,600.0,5.0,60.0
1235,Somwar Peth,1,500.0,1.0,20.0
1236,Swargate,1,485.0,1.0,15.0
1237,Tilak Road,2,1050.0,2.0,42.0
1238,Uruli Devachi,3,1617.0,3.0,66.68
1239,Vadgaon Budruk,2,550.0,1.0,16.0
1240,Wadgaon Sheri,3,1384.0,3.0,62.28
1241,Viman Nagar,2,1408.0,2.0,85.0
1242,Vishrant Wadi,2,1150.0,2.0,49.0
1243,Wagholi,3,1410.0,2.0,75.0
1244,Wakadewadi,4,2150.0,4.0,100.0
1247,Yerawada,3,1508.0,3.0,70.25
1248,Alandi Road,2,1040.0,2.0,50.0
1249,Ambegaon Budruk,2,1240.0,2.0,60.0
1250,Anandnagar,3,1535.0,3.0,78.0
1251,Aundh,2,1180.0,2.0,75.0
1252,Aundh Road,6,2200.0,6.0,68.0
1253,Balaji Nagar,2,1400.0,2.0,78.0
1254,Baner,1,500.0,1.0,25.0
1256,Bhandarkar Road,3,1984.0,4.0,146.0
1258,Bibvewadi,3,1960.0,3.0,160.0
1259,Bopodi,2,1035.0,2.0,45.0
1260,Budhwar Peth,4,2150.0,4.0,80.0
1261,Bund Garden Road,3,1700.0,3.0,115.0
1263,Chandan Nagar,3,1586.0,3.0,100.0
1264,Dapodi,3,2264.0,2.69,155.0
1265,Deccan Gymkhana,4,2325.0,4.0,120.0
1266,Dehu Road,2,1120.0,2.0,55.0
1267,Dhankawadi,3,1662.0,2.69,67.98
1268,Dhayari Phata,2,1128.0,2.0,59.0
1270,Erandwane,2,924.0,2.0,65.0
1271,Fatima Nagar,3,1600.0,3.0,52.0
1272,Fergusson College Road,2,1006.0,2.0,35.0
1273,Ganesh Peth,2,1200.0,2.0,55.0
1274,Ganeshkhind,2,1250.0,2.0,62.0
1275,Ghorpade Peth,3,1200.0,3.0,130.0
1276,Ghorpadi,2,957.0,2.0,56.0
1277,Gokhale Nagar,2,1140.0,2.0,41.0
1278,Gultekdi,2,1050.0,2.0,67.0
1279,Guruwar peth,3,1565.0,3.0,88.5
1280,Hadapsar,2,1190.0,2.0,57.0
1282,Hingne Khurd,3,1558.67,2.0,65.0
1283,Jangali Maharaj Road,1,630.0,1.0,39.0
1284,Kalyani Nagar,3,1403.0,2.0,60.81
1285,Karve Nagar,3,1542.0,2.0,85.0
1288,Katraj,3,1635.0,2.0,78.0
1289,Khadaki,2,1239.0,2.0,53.0
1290,Khadki,2,1194.0,2.0,47.0
1291,Kharadi,3,1596.0,3.0,105.0
1292,Kondhwa,2,1009.0,2.0,38.34
1293,Kondhwa Budruk,3,1726.0,3.0,81.99
1294,Kondhwa Khurd,3,1535.0,3.0,86.0
1295,Koregaon Park,3,1300.0,2.0,58.5
1297,Law College Road,3,1800.0,3.0,80.0
1298,Laxmi Road,1,665.0,1.0,50.75
1300,Mahatma Gandhi Road,3,1500.0,2.0,100.0
1301,Mangalwar peth,2,925.0,2.0,48.0
1303,Market yard,2,1395.0,2.0,63.59
1304,Model colony,3,1415.0,2.0,55.0
1305,Mukund Nagar,3,1419.0,2.0,59.0
1306,Mundhawa,2,1121.0,2.0,78.0
1307,Nagar Road,3,1082.0,2.0,45.0
1308,Nana Peth,2,1100.0,2.0,47.0
1309,Narayan Peth,3,1606.0,3.0,89.55
1310,Narayangaon,3,1650.0,3.0,88.0
1312,Padmavati,2,1206.0,2.0,75.0
1313,Parvati Darshan,3,1495.0,2.0,64.0
1315,Paud Road,2,710.0,2.0,16.0
1316,Pirangut,2,1210.0,2.0,72.0
1317,Prabhat Road,3,1523.0,2.0,53.4
1318,Pune Railway Station,2,1232.0,2.0,45.0
1319,Rasta Peth,1,680.0,1.0,44.0
1320,Raviwar Peth,3,1355.0,3.0,83.87
1321,Sadashiv Peth,3,1430.0,2.0,51.46
1322,Sahakar Nagar,3,1275.0,2.0,43.85
1323,Salunke Vihar,2,1070.0,2.0,56.1
1324,Sasson Road,3,1200.0,3.0,85.0
1325,Satara Road,4,2000.0,4.0,120.0
1326,Senapati Bapat Road,2,1200.0,2.0,40.0
1327,Shaniwar Peth,3,1610.0,3.0,90.0
1328,Shivaji Nagar,2,1140.0,2.0,43.0
1329,Shukrawar Peth,2,1143.0,2.0,38.65
1331,Somwar Peth,3,1530.0,2.0,74.4
1332,Swargate,2,980.0,2.0,69.0
1333,Tilak Road,3,1485.0,3.0,65.0
1334,Uruli Devachi,3,1500.0,3.0,130.0
1335,Vadgaon Budruk,2,1280.0,2.0,75.0
